image,n_cells,mean_width_um,std_width_um,mean_length_um,std_length_um,time_s
01/t028.tif,14,29.151428571428568,7.6319821572348845,30.46850404319841,6.425619370236996,7.711473800000022
01/t029.tif,15,25.71333333333333,7.68021360070024,27.24021729901542,7.898106403857992,6.814212700000098
01/t030.tif,16,25.293750000000003,9.175741114482252,26.246322405087746,8.36642217938149,5.884849899999608
01/t031.tif,17,24.23058823529412,9.90078625071529,26.192603889967938,8.366157501700073,6.93729329999951
01/t032.tif,17,25.281176470588235,9.052824754153356,26.79990227029995,7.833405467230291,6.7676941999998235
01/t033.tif,15,25.90333333333333,5.297494915613641,26.905173793524217,4.529553479723923,6.5870527000006405
01/t034.tif,16,27.015625,8.577461915780603,28.692164882946614,6.787336402672161,6.816734799999722
01/t035.tif,14,29.667142857142856,5.715499074475446,31.3148788924337,4.81956110157081,6.715453399999205
01/t036.tif,17,25.370588235294118,8.769667518347143,27.82057874857081,8.252707528391625,6.794548099999702
01/t037.tif,17,25.940588235294115,9.096000130956076,27.73201987643598,8.39544720389001,6.52275869999994
01/t038.tif,16,25.48375,9.253052019018734,28.18282956555579,8.357560265332394,6.733220099999926
01/t039.tif,16,27.086875,7.6592921507147125,29.24301552988681,6.6207437146385635,7.591924599999402
01/t040.tif,16,28.416875,10.37220627044539,30.574544891956744,8.101294484157304,7.008631700000478
01/t041.tif,17,27.013529411764704,8.03220232966687,30.14693806011578,6.671492088735608,6.841049199999361
01/t042.tif,17,25.94058823529412,8.573221732951561,28.812681366797133,8.022830897803242,6.598281700000371
01/t043.tif,16,27.075,7.57367106054477,30.82530180045925,7.522363426968645,7.42017289999967
01/t044.tif,15,28.348000000000003,5.391831387783349,31.22561078208008,4.979231682590595,6.4421878000002835
01/t045.tif,16,27.33625,6.47669656023295,30.019944018890975,6.3499480424748675,6.894500599999446
01/t046.tif,16,27.134375000000002,5.630850698014762,30.624152692923452,6.105277338749916,6.761602600000515
01/t047.tif,16,28.096249999999998,6.640357294603958,30.463079389026582,6.467550812605952,7.417691499999819
01/t048.tif,17,26.745294117647056,7.966000500287972,29.457316904399175,8.558464707224445,8.374326699999983
01/t049.tif,16,26.778125,6.942143010867274,30.680527857714402,8.642230289648928,7.404151800000363
01/t050.tif,16,27.43125,7.768150251722306,31.026136854647763,8.625774678321518,8.269630900000266
01/t051.tif,15,28.335333333333335,5.670913086804915,31.918839136254693,5.70380970304633,6.987132900000688
01/t052.tif,16,27.015625,5.471304498624315,30.67435166403753,7.371851146300822,7.166669700000057
01/t053.tif,16,27.051250000000003,4.751203180949713,30.218987342261983,6.898361097310241,7.50309660000039
01/t054.tif,15,28.62666666666666,7.670470898812133,31.86014360660143,7.689253152565336,8.011699300000146
01/t055.tif,16,27.039375,7.053315502891767,31.111712392147204,10.81357796706498,8.553548000000774
01/t056.tif,15,26.105999999999998,6.46869582793052,30.274207327947586,8.604061700919036,7.232524899999589
01/t057.tif,14,25.541428571428572,5.473194619293136,29.217360000356337,6.9894288470736825,5.873104100000091
01/t058.tif,15,25.96666666666666,5.523865968512926,30.531133933317687,7.626700090792702,7.785104600000523
01/t059.tif,17,24.58823529411765,7.454340375994141,28.406046834798932,9.361055919626256,7.6513113000000885
01/t060.tif,18,23.62333333333333,8.10384295184916,27.22211716579647,10.849947665915147,7.8246032999995805
01/t061.tif,17,24.38705882352941,5.6562672814165635,29.34233835205842,10.108758835154045,8.177637299999333
01/t062.tif,18,23.275000000000002,7.05766021051303,27.935876596825796,10.421275708731914,7.841809900000044
01/t063.tif,18,23.306666666666665,7.107954119485147,28.39748491957286,9.981142547770252,7.791281300000264
01/t064.tif,19,24.019999999999996,6.156480776836354,28.88876212330913,9.799960263398198,7.926324999999451
01/t065.tif,19,23.15,6.955794546834875,27.313108581079508,10.155352852899096,8.249736199999461
01/t066.tif,20,23.8545,7.39125192372713,28.46710450486619,9.838017305715253,8.443656800000099
01/t067.tif,19,25.360000000000003,6.904311857254292,29.01871400784631,8.118312754658687,8.521072300000014
01/t068.tif,20,25.764000000000003,8.148553245822232,28.174762543265793,9.062408269143583,9.131017400000019
01/t069.tif,20,25.307999999999996,9.654267450200456,28.401555571695685,9.31678257498463,9.576614699999482
01/t070.tif,21,24.926190476190477,8.860932499568245,27.85735460967623,9.411815551340643,8.897369099999196
01/t071.tif,22,22.895000000000007,8.27292586579575,26.808988754540383,9.340197025991147,9.094916300000477
01/t072.tif,22,23.75,9.111136565972958,27.68598736073898,9.906583563575085,8.888236699999652
01/t073.tif,19,25.650000000000002,8.308261617878381,29.540591910591587,9.695311917956065,9.219992999999704
01/t074.tif,21,24.084761904761905,8.585373386782672,27.845577043363157,9.76265669422036,9.03656620000038
01/t075.tif,22,23.991818181818186,8.457146111207987,28.10636673641719,9.764056268560404,9.104014700000334
01/t076.tif,21,26.554761904761904,8.924319368471537,29.780591865342437,9.782151255848479,9.335104099999626
01/t077.tif,23,22.8495652173913,8.517931075230155,27.53862609453774,10.483763420236093,9.22314489999917
01/t078.tif,20,25.783000000000005,8.817719659866716,30.356878142351782,11.27193145568928,12.075791499999468
01/t079.tif,21,24.80857142857143,7.814192399547304,28.989865606233995,10.07847098132632,10.161814500000219
01/t080.tif,20,26.182,8.610475015932629,30.171736160855414,10.511576001799206,11.00474579999991
01/t081.tif,20,25.2605,8.523286044713037,29.869695591176832,10.118757526673482,11.358715000000302
01/t082.tif,21,23.912857142857142,8.466900934141808,28.961490169172034,10.076721584111846,10.405339599999934
01/t083.tif,23,23.023043478260867,9.082797143642985,27.197143225714548,10.280447316900057,9.970389199999772
02/t000.tif,10,32.071999999999996,4.634857782787587,32.13596171094822,5.149518170583892,5.612316400000054
02/t001.tif,10,31.179000000000002,6.296142469798473,32.888963520395876,6.516941074913778,6.52351759999965
02/t002.tif,12,27.898333333333337,10.446649600651297,29.5969215720196,9.088973797471711,6.43862530000024
02/t003.tif,11,26.738181818181825,8.022452016910812,30.303133803847572,8.674793811172295,6.196157800000037
02/t004.tif,11,29.70909090909091,7.500199270080036,31.68868644957212,7.188097258179982,5.845422600000347
02/t005.tif,11,29.933636363636367,8.269852807308329,31.5044568981982,8.007973321644311,6.53752809999969
02/t006.tif,11,32.31727272727273,7.649455001382897,32.0229516817272,7.469855773415511,6.583839199999602
02/t007.tif,11,30.65909090909091,8.134695390173444,31.76410396366607,8.146576270698535,6.084015800000088
02/t008.tif,11,30.41727272727273,9.74366778057328,30.575284648632337,9.5006358763809,6.3635726999991675
02/t009.tif,10,32.338,4.860436194417122,32.45670499768214,5.221257678035975,6.2923516999999265
02/t010.tif,10,32.091,5.301457765977623,32.22609174604771,5.334393547821433,6.55441189999965
02/t011.tif,10,30.381000000000007,4.8840225907203445,32.172243801414865,5.312576231173701,6.555695399999422
02/t012.tif,11,29.536363636363635,9.277123770573802,31.163560058562975,5.609429240909463,6.254905799999506
02/t013.tif,10,31.577999999999996,4.29061715322581,32.20834034410264,4.953600027025835,6.834646700000121
02/t014.tif,11,28.983636363636368,7.680966440139252,30.06008046616216,8.762066777641978,6.459525600000234
02/t015.tif,10,32.072,5.143508962220679,32.80633071271307,5.319665032632992,6.704127299999527
02/t016.tif,10,30.779999999999994,4.561758920026841,32.67187264961688,5.470861367814837,7.198976899999252
02/t017.tif,10,31.711000000000002,4.525076917701082,33.11558506932043,5.937238362161374,6.848071800000071
02/t018.tif,10,32.604,5.125071706815429,33.865713037095425,6.933621841174647,7.345410600000832
02/t019.tif,10,31.369,4.942800488252249,33.13788685246762,5.93256813893176,6.860791200000676
02/t020.tif,10,29.924999999999994,5.756892004854317,33.30908828867366,6.869595944544667,6.836350300000049
02/t021.tif,11,27.84363636363636,9.563764188568507,31.27964049165499,9.209479265885978,7.334579200000007
02/t022.tif,11,27.74,9.591519170600662,31.231956423106226,8.973392443535838,6.980711299999712
02/t023.tif,11,28.499999999999996,10.4219806179056,29.820659236276537,8.54785783996828,7.332823599999756
02/t024.tif,11,27.80909090909091,9.936935598609317,29.472109667754975,8.903380727855536,6.865851999999904
02/t025.tif,11,28.810909090909092,9.68152927439199,30.694821651453363,8.752162825417804,7.55522529999962
02/t026.tif,12,27.423333333333336,10.265862522619976,29.47445678866262,9.558453641566,6.980794799999785
02/t027.tif,11,28.75909090909091,9.513773651443948,30.01186449255133,10.39680997897099,7.701391300000068
02/t028.tif,12,28.215000000000003,10.394580318608346,30.550680600873296,10.443418156761396,8.558675499999481
02/t029.tif,12,27.75583333333334,9.516725428359688,30.456275925718774,9.992480395239973,7.831814799999847
02/t030.tif,12,27.740000000000006,9.575355678179081,31.22327698784969,10.459656953798874,7.950608000000102
02/t031.tif,11,29.173636363636362,7.9311578886405645,31.94966287126572,6.924293441461591,8.069214299999658
02/t032.tif,11,31.177272727272726,8.585164053073292,32.26903338461707,6.502145972763158,7.845669199999975
02/t033.tif,11,32.196363636363635,10.243225344321264,32.65681242670095,7.042589179176249,8.007362100000137
02/t034.tif,10,33.174,8.038694200207173,34.31758809941165,5.239112365546185,7.707174999999552
02/t035.tif,12,28.864166666666666,11.576105058841396,30.101273494261335,9.840298914738929,7.097472899999957
02/t036.tif,11,29.899090909090912,9.575047210897141,33.47603631947371,6.963294573242688,7.175202000000354
02/t037.tif,11,30.41727272727273,8.508714463312412,33.92106834245691,6.056363683668225,7.550088300000425
02/t038.tif,11,30.918181818181814,8.363924698587164,33.45597639169517,6.667720927870679,8.358759799999461
02/t039.tif,12,28.563333333333333,9.846838286598611,31.70008882902738,8.063772960414337,8.155006999999387
02/t040.tif,11,31.349999999999998,10.234988031258268,33.5505728518112,8.260622140003044,8.934945300000436
02/t041.tif,11,29.415454545454544,9.262891949749132,33.68792501203193,7.424721637066868,8.773796700000275
02/t042.tif,12,26.663333333333338,10.616635602447298,31.902782936972056,9.677863676392409,8.821594699999878
02/t043.tif,12,29.814166666666665,11.69372672405892,31.782873735550236,8.667533684063203,8.725119800000357
02/t044.tif,12,29.355,11.491038009921233,31.764493535710358,9.83887608568845,8.618216200000461
02/t045.tif,12,28.674166666666665,11.796831206521162,31.72972896991205,10.515242453203921,8.72924140000032
02/t046.tif,13,27.681538461538462,12.047254767618115,29.885893489216475,10.381527590168833,8.712677600000461
02/t047.tif,13,28.426923076923078,12.154194327210247,30.246274564590692,11.242197857118324,8.984177000000273
02/t048.tif,12,29.766666666666666,10.852955469559546,32.46256975598778,8.13532899431282,9.22367850000046
02/t049.tif,14,27.278571428571432,11.809362555025736,30.0859616538586,10.084017679040752,7.987406700000065
02/t050.tif,13,29.946923076923078,9.861878104275561,32.877275611540185,7.718986356915539,9.567043099999864
02/t051.tif,13,30.984615384615385,10.486629276833598,33.29402789725692,7.742379132406943,8.649207899999965
02/t052.tif,14,29.857142857142858,11.768409753737679,32.00513121452752,8.975393940988107,9.326838799999678
02/t053.tif,14,30.807142857142853,12.313600628555418,32.63058125435248,9.355533764257657,8.546113600000353
02/t054.tif,14,29.395714285714288,11.524628286537363,32.820338300916156,8.648461486579741,9.36205869999958
02/t055.tif,15,28.816666666666663,12.522440808784996,31.49487638524725,11.178288106977417,9.759006800000861
02/t056.tif,15,29.500666666666667,13.167007180648078,32.878279609214964,11.612899558735105,10.959981299999527
02/t057.tif,14,30.305000000000003,10.589443763992952,34.85950077437049,9.399241235855191,9.348694799999976
02/t058.tif,15,29.564000000000004,13.070761153921266,33.10929406736751,11.614793839610087,9.436113599999771
02/t059.tif,15,29.04466666666667,11.459528703015588,31.74036276106705,10.27238349120112,9.753280999999333
02/t060.tif,16,27.633125,10.542967146396693,31.99900011038421,9.650929508884866,9.927193699999407
02/t061.tif,16,28.096249999999998,11.66500457208083,32.912341204627786,11.572944802427008,10.89673799999946
02/t062.tif,16,29.390625,13.542210291652294,32.58934594827664,10.651675882780216,11.198121500001434
02/t063.tif,16,27.799374999999998,12.51362535731885,32.47746258852178,10.007517491156559,11.020145799999227
02/t064.tif,16,27.24125,10.776841760614904,33.92562485663333,10.221786465438337,10.283685000000332
02/t065.tif,16,27.597499999999997,10.65661203197339,33.56159862196033,9.680071452133717,9.931046399999104
02/t066.tif,15,28.348000000000003,10.015618660015821,34.22619206494976,9.76418545195929,10.593388600000253
02/t067.tif,16,26.968125,10.86681935603361,33.293439982828176,10.71056654290393,10.887481599998864
02/t068.tif,15,28.03133333333334,10.384619716998147,33.125982383944915,7.830528962377437,9.362437199999476
02/t069.tif,16,27.846875,10.605329301032258,32.61579350601517,7.379568834273954,9.232410599999639
02/t070.tif,16,27.205625,9.367139704840532,31.748993656371827,7.572468720773106,10.968730299999152
02/t071.tif,16,26.885,8.431091665179942,31.83929808436661,7.137683257689771,10.252308099999937
02/t072.tif,16,27.181875,8.25643282033268,32.06917933184384,6.5861700742048805,9.814966599999025
02/t073.tif,16,25.376875,8.37753322384738,31.62902241912361,6.270825976147899,8.829397199999221
02/t074.tif,16,26.0775,9.483392149788317,32.15293024180937,7.764236109206945,8.136185800000021
02/t075.tif,16,25.115625,10.10000129950487,31.173469518008734,8.877296912701244,9.495680500000162
02/t076.tif,16,26.398125,10.351883705393913,30.993959726636486,8.333087288766317,8.042079799999556
02/t077.tif,16,23.37,9.073701927364963,29.261430921309028,8.146800253880567,8.179494800000612
02/t078.tif,17,24.856470588235293,8.664092524015766,29.488594642033895,7.425009625837437,9.32772180000029
02/t079.tif,17,26.55529411764706,9.438652656528273,29.109828019955952,6.368656786383982,9.517505200001324
02/t080.tif,17,25.03529411764706,7.733177805442484,29.758763658806547,6.179796526737304,8.151069300000017
02/t081.tif,18,24.415000000000003,9.624417629440359,29.46825364332356,8.31270816200207,8.160397999999986
02/t082.tif,17,25.996470588235297,8.167026647728406,31.43870800011475,7.094918441476499,8.74076199999945
02/t083.tif,18,25.10111111111111,8.635848600210151,29.794236159110987,7.580247662181136,8.28954800000065
